Geometry X Y;Geometry;N_SQ_AD;N_VOIE;C_SUF1;C_SUF2;C_SUF3;C_AR;A_NVOIE;B_ANGLE;B_OFFSTDF;B_AFFSTDF;B_HORS75;L_NVOIE;L_ADR;N_SQ_AR;N_SQ_VO;OBJECTID
48.8655309386, 2.34268600757;"{""type"": ""Point"", ""coordinates"": [2.342686007569111, 48.865530938632524]}";750003239;1;;;;2;36.54000092;O;O;;N;1;1 RUE D'ARGOUT;750000002;750005961;25973
48.8703655479, 2.3329373693;"{""type"": ""Point"", ""coordinates"": [2.332937369300906, 48.87036554785091]}";750005410;34;;;;2;344.02999878;O;O;;N;34;34 RUE DU QUATRE SEPTEMBRE;750000002;750005669;19779
48.8663052567, 2.33802902422;"{""type"": ""Point"", ""coordinates"": [2.338029024217573, 48.86630525665662]}";750000175;20;;;;1;340.58999634;N;O;;N;20;20 RUE DE BEAUJOLAIS;750000001;750006029;19846
48.8678446001, 2.3407986773;"{""type"": ""Point"", ""coordinates"": [2.34079867729709, 48.86784460007013]}";750003294;15;;;;2;69.55999756;N;O;;N;15;15 RUE DE LA BANQUE;750000002;750006012;19848
48.8711119752, 2.33835937727;"{""type"": ""Point"", ""coordinates"": [2.338359377270556, 48.87111197523519]}";750003216;9;;;;2;162.86999512;O;O;;N;9;9 RUE D'AMBOISE;750000002;750006009;20005
48.8714266237, 2.3417554592;"{""type"": ""Point"", ""coordinates"": [2.341755459201452, 48.87142662370025]}";750005104;63;;;;2;78.66000366;O;O;;N;63;63 PAS DES PANORAMAS;750000002;750005751;20196
48.8704425297, 2.33984770226;"{""type"": ""Point"", ""coordinates"": [2.3398477022583313, 48.8704425297172]}";750005932;23;;;;2;171.47000122;N;O;;N;23;23 RUE SAINT-MARC;750000002;750005589;17119
48.8662134802, 2.33842456253;"{""type"": ""Point"", ""coordinates"": [2.338424562531421, 48.86621348017525]}";750000173;16;;;;1;340.61999512;O;O;;N;16;16 RUE DE BEAUJOLAIS;750000001;750006029;18149
48.8707193277, 2.33816697626;"{""type"": ""Point"", ""coordinates"": [2.3381669762630892, 48.87071932774904]}";750005920;39;;;;2;163.72000122;O;O;;N;39;39 RUE SAINT-MARC;750000002;750005589;18219
48.8626463212, 2.34061802522;"{""type"": ""Point"", ""coordinates"": [2.340618025215523, 48.862646321165656]}";750151253;1;;;;1;153.08000183;O;O;;N;1;1 GAL VERO-DODAT;750000001;750005489;18320
48.8646180491, 2.33844528977;"{""type"": ""Point"", ""coordinates"": [2.338445289769037, 48.86461804913534]}";750002899;21;;;;1;70.44000244;N;O;;N;21;21 RUE DE VALOIS;750000001;750005517;23517
48.8658852217, 2.34035545926;"{""type"": ""Point"", ""coordinates"": [2.340355459259368, 48.86588522169357]}";750000997;3;;;;1;160.80999756;N;O;;N;3;3 RUE LA FEUILLADE;750000001;750005722;23798
48.8669439505, 2.33627589367;"{""type"": ""Point"", ""coordinates"": [2.336275893673127, 48.86694395048672]}";750005213;26;;;;2;340.64001465;N;O;;N;26;26 RUE DES PETITS CHAMPS;750000002;750005659;24722
48.8693044573, 2.33682630735;"{""type"": ""Point"", ""coordinates"": [2.33682630735162, 48.869304457250905]}";750004198;6;;;;2;265.23001099;O;O;;N;6;6 RUE DE GRAMONT;750000002;750005807;24723
48.8677395484, 2.34270616078;"{""type"": ""Point"", ""coordinates"": [2.342706160783169, 48.86773954839033]}";750005152;8;;;;2;7.019999979999999;N;O;;N;8;8 RUE PAUL LELONG;750000002;750005677;24883
48.8685283909, 2.34145539934;"{""type"": ""Point"", ""coordinates"": [2.341455399344706, 48.868528390888166]}";750158646;5;;;;2;162.580002;O;O;O;N;5;5 PL DE LA BOURSE;750000002;750005955;21176
48.8626781432, 2.34071638118;"{""type"": ""Point"", ""coordinates"": [2.340716381183007, 48.8626781432381]}";750012796;2;;;;1;328.39001465;O;O;;N;2;2 GAL VERO-DODAT;750000001;750005489;27141
48.8703432544, 2.33936249263;"{""type"": ""Point"", ""coordinates"": [2.339362492633113, 48.87034325442717]}";750005548;92;;;;2;252.50999451;N;O;;N;92;92 RUE DE RICHELIEU;750000002;750005602;27247
48.8665649699, 2.34317502688;"{""type"": ""Point"", ""coordinates"": [2.343175026875538, 48.86656496990057]}";750003079;19;;;;2;29.88999939;N;O;;N;19;19 RUE D'ABOUKIR;750000002;750006088;27301
48.8716924809, 2.34001160713;"{""type"": ""Point"", ""coordinates"": [2.340011607125246, 48.871692480938044]}";750005542;112;;;;2;252.42999268;O;O;;N;112;112 RUE DE RICHELIEU;750000002;750005602;31882
48.8659094581, 2.3390423956;"{""type"": ""Point"", ""coordinates"": [2.3390423955976978, 48.86590945814272]}";750002798;105;;;;1;249.91000366;O;O;;N;105;105 GAL DE VALOIS;750000001;750005513;31936
48.8661079663, 2.34122418069;"{""type"": ""Point"", ""coordinates"": [2.341224180692283, 48.866107966296816]}";750006254;12;;;;2;0.22;N;O;;N;12;12 PL DES VICTOIRES;750000002;750005495;32488
48.8631104316, 2.33652101668;"{""type"": ""Point"", ""coordinates"": [2.336521016675775, 48.863110431568295]}";750001601;4;;;;1;251.00999451;N;O;;N;4;4 GAL DE NEMOURS;750000001;750005693;27104
48.8652596805, 2.33439639577;"{""type"": ""Point"", ""coordinates"": [2.334396395774172, 48.865259680523415]}";750001607;11;;;;1;105.83999634;N;O;;N;11;11 AV DE L'OPERA;750000001;750005929;32180
48.8649824331, 2.33853845089;"{""type"": ""Point"", ""coordinates"": [2.33853845089126, 48.864982433078936]}";750002815;139;;;;1;249.03999329;N;O;;N;139;139 GAL DE VALOIS;750000001;750005513;13931
48.867128683, 2.34327040508;"{""type"": ""Point"", ""coordinates"": [2.343270405078623, 48.867128682995585]}";750004581;27;;;;2;34.09000015;N;O;;N;27;27 RUE DU MAIL;750000002;750005784;14236
48.8646232317, 2.33464571534;"{""type"": ""Point"", ""coordinates"": [2.334645715339613, 48.86462323171787]}";750012655;13;;;;1;64.54000092;O;O;;N;13;13 RUE DE L'ECHELLE;750000001;750005873;14403
48.8641082761, 2.33636030648;"{""type"": ""Point"", ""coordinates"": [2.336360306483996, 48.864108276115005]}";750001507;7;;;;1;71.29000092;N;O;;N;7;7 RUE DE MONTPENSIER;750000001;750005684;14711
48.8705482285, 2.33404160454;"{""type"": ""Point"", ""coordinates"": [2.334041604541457, 48.870548228463306]}";750004481;25;;;;2;58.5;O;O;;N;25;25 RUE LOUIS LE GRAND;750000002;750005775;21086
48.870951989, 2.34169434153;"{""type"": ""Point"", ""coordinates"": [2.341694341531679, 48.87095198899434]}";750005086;17;;;;2;256.61999512;N;O;;N;17;17 PAS DES PANORAMAS;750000002;750005751;20386
48.8703393135, 2.33384771589;"{""type"": ""Point"", ""coordinates"": [2.333847715889522, 48.87033931349095]}";750004480;23;;;;2;58.50999832;N;O;;N;23;23 RUE LOUIS LE GRAND;750000002;750005775;20387
48.8706485096, 2.33471551244;"{""type"": ""Point"", ""coordinates"": [2.334715512436175, 48.87064850955746]}";750004396;27;;;;2;90.69999695;N;O;;N;27;27 RUE DE LA MICHODIERE;750000002;750005723;3410
48.8693282019, 2.334658253;"{""type"": ""Point"", ""coordinates"": [2.334658252996896, 48.86932820191184]}";750004407;4;b;;;2;253.71000671;N;O;;N;4b;4b RUE DE LA MICHODIERE;750000002;750005723;3471
48.8680694767, 2.33523198687;"{""type"": ""Point"", ""coordinates"": [2.335231986873151, 48.868069476727044]}";750003953;17;;;;2;162.21000671;N;O;;N;17;17 RUE DALAYRAC;750000002;750005894;3877
48.8686958809, 2.34349785425;"{""type"": ""Point"", ""coordinates"": [2.343497854253103, 48.86869588088747]}";750004810;140;;;;2;286.1499939;O;O;;N;140;140 RUE MONTMARTRE;750000002;750005645;4197
48.862963601, 2.3398821123;"{""type"": ""Point"", ""coordinates"": [2.339882112295217, 48.86296360102338]}";750151261;34;;;;1;332.55999756;N;O;;N;34;34 GAL VERO-DODAT;750000001;750005489;4259
48.8671602855, 2.3394624356;"{""type"": ""Point"", ""coordinates"": [2.339462435599643, 48.867160285523916]}";750006327;68;;;;2;340.83999634;N;O;;N;68;68 GAL VIVIENNE;750000002;750005502;2491
48.8612895745, 2.34015163377;"{""type"": ""Point"", ""coordinates"": [2.340151633771249, 48.86128957448071]}";750002062;158;;;;1;333.77999878;O;O;;N;158;158 RUE DE RIVOLI;750000001;750005604;2696
48.8707726949, 2.34120466075;"{""type"": ""Point"", ""coordinates"": [2.341204660748473, 48.87077269492438]}";750006356;36;;;;2;250.42999268;N;O;;N;36;36 RUE VIVIENNE;750000002;750006607;2801
48.8670539278, 2.33310145851;"{""type"": ""Point"", ""coordinates"": [2.333101458509721, 48.867053927780546]}";750001041;40;;;;1;244.52999878;N;O;;N;40;40 RUE DE LA SOURDIERE;750000001;750005725;2909
48.8701103592, 2.33320475242;"{""type"": ""Point"", ""coordinates"": [2.333204752421946, 48.87011035921423]}";750005391;35;;;;2;163.72000122;O;O;;N;35;35 RUE DU QUATRE SEPTEMBRE;750000002;750005669;2941
48.8688495962, 2.33781950576;"{""type"": ""Point"", ""coordinates"": [2.337819505762416, 48.868849596218915]}";750005584;3;;;;2;180.63000488;N;O;;N;3;3 RUE SAINT-AUGUSTIN;750000002;750005572;3132
48.8642802861, 2.33816141516;"{""type"": ""Point"", ""coordinates"": [2.3381614151642562, 48.86428028606936]}";750002828;165;;;;1;249.91999817;N;O;;N;165;165 GAL DE VALOIS;750000001;750005513;3353
48.8705143765, 2.34222131543;"{""type"": ""Point"", ""coordinates"": [2.342221315426815, 48.87051437645451]}";750004715;13;;;;2;170.80000305;N;O;;N;13;13 GAL MONTMARTRE;750000002;750005644;3354
48.8663133785, 2.33607593813;"{""type"": ""Point"", ""coordinates"": [2.336075938128952, 48.866313378515905]}";750003043;9;;;;1;139.63999939;N;O;;N;9;9 RUE VILLEDO;750000001;750005498;14141
48.8699521168, 2.3429911432;"{""type"": ""Point"", ""coordinates"": [2.342991143195149, 48.869952116848104]}";750004357;48;;;;2;342.16000366;O;O;;N;48;48 RUE DES JEUNEURS;750000002;750005923;14217
48.8697416114, 2.33937931295;"{""type"": ""Point"", ""coordinates"": [2.339379312947834, 48.869741611379744]}";750003919;9;;;;2;85.65000153;O;O;;N;9;9 RUE DES COLONNES;750000002;750005958;14862
48.8666666152, 2.34119095482;"{""type"": ""Point"", ""coordinates"": [2.341190954818688, 48.86666661524906]}";750004970;4;;;;2;254.8999939;N;O;;N;4;4 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;16306
48.8688153786, 2.33962844003;"{""type"": ""Point"", ""coordinates"": [2.339628440031294, 48.86881537863904]}";750004151;3;;;;2;178.8999939;N;O;;N;3;3 RUE DES FILLES SAINT-THOMAS;750000002;750005845;19682
48.8701400557, 2.33511086251;"{""type"": ""Point"", ""coordinates"": [2.335110862507699, 48.87014005566801]}";750004293;9;;;;2;180.19999695;N;O;;N;9;9 RUE DE HANOVRE;750000002;750005824;19709
48.8704613702, 2.3347163389;"{""type"": ""Point"", ""coordinates"": [2.3347163388998062, 48.87046137017981]}";750004394;23;;;;2;90.41000366;N;O;;N;23;23 RUE DE LA MICHODIERE;750000002;750005723;15510
48.8668201484, 2.33444792168;"{""type"": ""Point"", ""coordinates"": [2.334447921680715, 48.86682014840739]}";750002980;4;b;;;1;250.61999512;N;O;;N;4b;4b RUE DE VENTADOUR;750000001;750005487;15129
48.8667352715, 2.33717306161;"{""type"": ""Point"", ""coordinates"": [2.337173061614005, 48.866735271460925]}";750005216;16;;;;2;340.57998657;O;O;;N;16;16 RUE DES PETITS CHAMPS;750000002;750005659;15247
48.8650438417, 2.34171568855;"{""type"": ""Point"", ""coordinates"": [2.341715688551717, 48.86504384170846]}";750000848;19;;;;1;37.00999832;N;O;;N;19;19 RUE HEROLD;750000001;750005832;15416
48.8696213437, 2.33394034781;"{""type"": ""Point"", ""coordinates"": [2.333940347811979, 48.86962134374045]}";750005352;7;;;;2;98.22000122;O;O;;N;7;7 RUE DE PORT-MAHON;750000002;750005620;15418
48.8643740923, 2.33625780249;"{""type"": ""Point"", ""coordinates"": [2.336257802486828, 48.86437409230143]}";750001951;12;;;;1;250.77000427;N;O;;N;12;12 RUE DE RICHELIEU;750000001;750005602;19437
48.8702207537, 2.34204123419;"{""type"": ""Point"", ""coordinates"": [2.342041234192003, 48.87022075373883]}";750005921;1;;;;2;171.32000732;O;O;;N;1;1 RUE SAINT-MARC;750000002;750005589;13383
48.866908597, 2.34128993703;"{""type"": ""Point"", ""coordinates"": [2.341289937026635, 48.86690859702576]}";750004973;10;;;;2;254.92999268;N;O;;N;10;10 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;13042
48.8625535589, 2.33833058955;"{""type"": ""Point"", ""coordinates"": [2.338330589549593, 48.86255355891763]}";750002533;192;;;;1;337.98001099;O;O;;N;192;192 RUE SAINT-HONORE;750000001;750005584;13075
48.8683024022, 2.33572052911;"{""type"": ""Point"", ""coordinates"": [2.335720529112461, 48.86830240215439]}";750003781;66;;;;2;251.52000427;N;O;;N;66;66 PAS CHOISEUL;750000002;750005911;11928
48.8665317847, 2.34000601981;"{""type"": ""Point"", ""coordinates"": [2.340006019805184, 48.866531784686494]}";750147832;1;;;;2;161.11000061;O;O;;N;1;1 GAL VIVIENNE;750000002;750005502;12019
48.8650833253, 2.33401570451;"{""type"": ""Point"", ""coordinates"": [2.33401570450949, 48.86508332525368]}";750000103;10;;;;1;269.64001465;N;O;;N;10;10 RUE D'ARGENTEUIL;750000001;750005960;12145
48.8715325286, 2.33844727567;"{""type"": ""Point"", ""coordinates"": [2.338447275673653, 48.87153252863753]}";750004324;9;;;;2;194.67999268;O;O;;N;9;9 BD DES ITALIENS;750000002;750005764;9234
48.8701297826, 2.3412627455;"{""type"": ""Point"", ""coordinates"": [2.341262745500828, 48.87012978257192]}";750005131;2;;;;2;259.30999756;O;O;;N;2;2 RUE DES PANORAMAS;750000002;750005752;12316
48.8645865186, 2.33685365316;"{""type"": ""Point"", ""coordinates"": [2.336853653162594, 48.864586518559065]}";750001449;16;;;;1;71.0;N;O;;N;16;16 GAL DE MONTPENSIER;750000001;750005648;12444
48.8699420875, 2.34028449271;"{""type"": ""Point"", ""coordinates"": [2.340284492714879, 48.869942087470136]}";750004144;24;;;;2;12.03999996;N;O;;N;24;24 RUE FEYDEAU;750000002;750005841;12517
48.8649106886, 2.33702164756;"{""type"": ""Point"", ""coordinates"": [2.337021647562862, 48.86491068862969]}";750001455;28;;;;1;71.62999725;N;O;;N;28;28 GAL DE MONTPENSIER;750000001;750005648;12580
48.8649898334, 2.33706363009;"{""type"": ""Point"", ""coordinates"": [2.337063630085258, 48.864989833385216]}";750001418;31;;;;1;73.93000031;N;O;;N;31;31 GAL DE MONTPENSIER;750000001;750005648;8470
48.8665891857, 2.34000560064;"{""type"": ""Point"", ""coordinates"": [2.340005600641887, 48.86658918571897]}";750006295;4;;;;2;339.64001465;N;O;;N;4;4 GAL VIVIENNE;750000002;750005502;8630
48.8677037435, 2.33541793027;"{""type"": ""Point"", ""coordinates"": [2.335417930268874, 48.86770374352513]}";750003763;30;;;;2;251.52000427;N;O;;N;30;30 PAS CHOISEUL;750000002;750005911;8637
48.8666858391, 2.33580356955;"{""type"": ""Point"", ""coordinates"": [2.3358035695537422, 48.866685839110076]}";750002295;34;;;;1;251.27999878;N;O;;N;34;34 RUE SAINTE-ANNE;750000001;750005530;884
48.8663119582, 2.33439711826;"{""type"": ""Point"", ""coordinates"": [2.334397118261931, 48.8663119582329]}";750001626;24;;;;1;285.86999512;O;O;;N;24;24 AV DE L'OPERA;750000001;750005929;948
48.8704624155, 2.33942102087;"{""type"": ""Point"", ""coordinates"": [2.339421020871944, 48.87046241549322]}";750005549;94;;;;2;252.44999695;O;O;;N;94;94 RUE DE RICHELIEU;750000002;750005602;1633
48.8687454663, 2.33585765095;"{""type"": ""Point"", ""coordinates"": [2.335857650945611, 48.86874546630338]}";750003746;87;;;;2;71.61000061;N;O;;N;87;87 PAS CHOISEUL;750000002;750005911;1733
48.8671523118, 2.33492123068;"{""type"": ""Point"", ""coordinates"": [2.334921230680134, 48.86715231182098]}";750001733;53;;;;1;160.8500061;N;O;;N;53;53 RUE DES PETITS CHAMPS;750000001;750005659;1843
48.8642567066, 2.33473694738;"{""type"": ""Point"", ""coordinates"": [2.334736947379962, 48.86425670659366]}";750000680;10;;;;1;244.08999634;O;O;;N;10;10 RUE DE L'ECHELLE;750000001;750005873;1866
48.8637998478, 2.34108765602;"{""type"": ""Point"", ""coordinates"": [2.341087656019841, 48.86379984779735]}";750000266;19;;;;1;37.20999908;N;O;;N;19;19 RUE DU BOULOI;750000001;750005949;4533
48.8695504087, 2.33616134824;"{""type"": ""Point"", ""coordinates"": [2.336161348244507, 48.8695504087228]}";750005395;21;;;;2;164.19000244;O;O;;N;21;21 RUE DU QUATRE SEPTEMBRE;750000002;750005669;69
48.8678602312, 2.33619778607;"{""type"": ""Point"", ""coordinates"": [2.336197786069045, 48.86786023115821]}";750005787;57;;;;2;73.98999786;N;O;;N;57;57 RUE SAINTE-ANNE;750000002;750005530;428
48.8698367668, 2.33885315632;"{""type"": ""Point"", ""coordinates"": [2.338853156315276, 48.86983676684251]}";750005521;83;;;;2;71.980003;N;O;N;N;83;83 RUE DE RICHELIEU;750000002;750005602;451
48.8624511009, 2.33791107474;"{""type"": ""Point"", ""coordinates"": [2.337911074737887, 48.86245110087925]}";750002406;153;;;;1;158.11999512;N;O;;N;153;153 RUE SAINT-HONORE;750000001;750005584;648
48.8712278644, 2.33959347837;"{""type"": ""Point"", ""coordinates"": [2.33959347837295, 48.87122786436518]}";750005528;97;;;;2;72.52999878;N;O;;N;97;97 RUE DE RICHELIEU;750000002;750005602;2295
48.8716940907, 2.34288168058;"{""type"": ""Point"", ""coordinates"": [2.342881680580287, 48.871694090685196]}";750043136;2;;;;9;346.88000488;O;O;;N;2;2 BD MONTMARTRE;750000009;750005642;7064
48.8709353895, 2.34274360708;"{""type"": ""Point"", ""coordinates"": [2.342743607083463, 48.87093538945064]}";750004739;161;;;;2;72.36000061;N;O;;N;161;161 RUE MONTMARTRE;750000002;750005645;7416
48.8703036161, 2.34095101183;"{""type"": ""Point"", ""coordinates"": [2.340951011833037, 48.87030361613848]}";750006367;30;;;;2;250.25;O;O;;N;30;30 RUE VIVIENNE;750000002;750006607;9982
48.8699468472, 2.33515293752;"{""type"": ""Point"", ""coordinates"": [2.335152937515982, 48.869946847242716]}";750005414;24;;;;2;343.92999268;O;O;;N;24;24 RUE DU QUATRE SEPTEMBRE;750000002;750005669;11148
48.8675943052, 2.33703814206;"{""type"": ""Point"", ""coordinates"": [2.337038142064312, 48.86759430517946]}";750003686;12;;;;2;250.6499939;N;O;;N;12;12 RUE CHABANAIS;750000002;750006001;11373
48.8684075167, 2.34130784198;"{""type"": ""Point"", ""coordinates"": [2.341307841983191, 48.868407516694866]}";750003303;24;;;;2;250.20000000000002;N;O;O;N;24;24 RUE DE LA BANQUE;750000002;750006012;15963
48.8618271661, 2.3410032766;"{""type"": ""Point"", ""coordinates"": [2.3410032765985322, 48.861827166089384]}";750002504;134;;;;1;339.26000977;O;O;;N;134;134 RUE SAINT-HONORE;750000001;750005584;10719
48.8672024569, 2.33928520561;"{""type"": ""Point"", ""coordinates"": [2.339285205610746, 48.8672024568997]}";750006329;72;;;;2;340.20999146;O;O;;N;72;72 GAL VIVIENNE;750000002;750005502;11046
48.8671449388, 2.3366571526;"{""type"": ""Point"", ""coordinates"": [2.336657152598616, 48.86714493883044]}";750003674;3;;;;2;70.66999817;N;O;;N;3;3 RUE CHABANAIS;750000002;750006001;10196
48.8617712375, 2.34060703135;"{""type"": ""Point"", ""coordinates"": [2.340607031345438, 48.86177123753644]}";750002401;143;;;;1;159.25;O;O;;N;143;143 RUE SAINT-HONORE;750000001;750005584;10339
48.8639772883, 2.33645377079;"{""type"": ""Point"", ""coordinates"": [2.336453770785309, 48.86397728828994]}";750001499;224;;;;1;161.3999939;N;O;;N;224;224 PER DE MONTPENSIER;750000001;750005683;10382
48.8696586702, 2.33482693069;"{""type"": ""Point"", ""coordinates"": [2.334826930692971, 48.8696586701602]}";750004409;8;;;;2;258.23999023;O;O;;N;8;8 RUE DE LA MICHODIERE;750000002;750005723;18765
48.8650394764, 2.33887351912;"{""type"": ""Point"", ""coordinates"": [2.338873519122707, 48.865039476415895]}";750002918;32;;;;1;250.41000366;N;O;;N;32;32 RUE DE VALOIS;750000001;750005517;17834
48.8650350871, 2.33503533912;"{""type"": ""Point"", ""coordinates"": [2.33503533912049, 48.86503508708659]}";750002283;2;;;;1;254.5;O;O;;N;2;2 RUE SAINTE-ANNE;750000001;750005530;17941
48.8706402663, 2.33856275448;"{""type"": ""Point"", ""coordinates"": [2.338562754482274, 48.87064026630446]}";750005918;35;;;;2;163.72999573;N;O;;N;35;35 RUE SAINT-MARC;750000002;750005589;23612
48.8703521809, 2.3374259062;"{""type"": ""Point"", ""coordinates"": [2.337425906198056, 48.87035218088182]}";750004276;4;;;;2;344.97000122;O;O;;N;4;4 RUE GRETRY;750000002;750005819;23811
48.8668646823, 2.33988468266;"{""type"": ""Point"", ""coordinates"": [2.339884682659883, 48.86686468226379]}";750006313;40;;;;2;251.19000244;N;O;;N;40;40 GAL VIVIENNE;750000002;750005502;24157
48.8642047595, 2.33617084379;"{""type"": ""Point"", ""coordinates"": [2.33617084378992, 48.86420475950384]}";750001950;10;;;;1;250.72000122;N;O;;N;10;10 RUE DE RICHELIEU;750000001;750005602;24232
48.8661220039, 2.33666839124;"{""type"": ""Point"", ""coordinates"": [2.336668391238797, 48.86612200394927]}";750003047;2;;;;1;319.6000061;O;O;;N;2;2 RUE VILLEDO;750000001;750005498;24501
48.867703127, 2.33673675515;"{""type"": ""Point"", ""coordinates"": [2.336736755148772, 48.867703126958396]}";750003698;1;;;;2;160.72000122;O;O;;N;1;1 RUE CHERUBINI;750000002;750005910;20825
48.8675262305, 2.33601689247;"{""type"": ""Point"", ""coordinates"": [2.336016892473423, 48.867526230480536]}";750005784;51;b;;;2;73.73999786;N;O;;N;51b;51b RUE SAINTE-ANNE;750000002;750005530;19927
48.8665028136, 2.34195822685;"{""type"": ""Point"", ""coordinates"": [2.3419582268534302, 48.86650281357787]}";750004588;8;;;;2;210.05000305;N;O;;N;8;8 RUE DU MAIL;750000002;750005784;5251
48.8692325454, 2.34016715899;"{""type"": ""Point"", ""coordinates"": [2.340167158989382, 48.86923254535524]}";750006342;29;;;;2;70.23000336;O;O;;N;29;29 RUE VIVIENNE;750000002;750006607;5252
48.8663201062, 2.33848259294;"{""type"": ""Point"", ""coordinates"": [2.338482592935493, 48.866320106164856]}";750001713;11;;;;1;160.32000732;O;O;;N;11;11 RUE DES PETITS CHAMPS;750000001;750005659;5305
48.868370502, 2.3433974299;"{""type"": ""Point"", ""coordinates"": [2.34339742989637, 48.86837050196646]}";750004751;109;;;;2;106.43000031;O;O;;N;109;109 RUE MONTMARTRE;750000002;750005645;5771
48.870181384, 2.34203334999;"{""type"": ""Point"", ""coordinates"": [2.342033349991639, 48.870181384012376]}";750004133;2;;;;2;12.27999973;O;O;;N;2;2 RUE FEYDEAU;750000002;750005841;6160
48.8629405081, 2.33827178623;"{""type"": ""Point"", ""coordinates"": [2.338271786233251, 48.862940508111116]}";750000234;7;;;;1;70.20999908;N;O;;N;7;7 RUE DES BONS ENFANTS;750000001;750005945;6772
48.8702761033, 2.34149184332;"{""type"": ""Point"", ""coordinates"": [2.341491843321008, 48.87027610331939]}";750005924;7;;;;2;171.38000488;N;O;;N;7;7 RUE SAINT-MARC;750000002;750005589;6799
48.8622885121, 2.33999134346;"{""type"": ""Point"", ""coordinates"": [2.33999134345943, 48.86228851205598]}";750000895;5;;;;1;39.88999939;N;O;;N;5;5 RUE JEAN-JACQUES ROUSSEAU;750000001;750005774;25572
